114456.0,0.002,0,0,1,0,1,-0.18833333333333332,-0.18833333333333332,-0.18833333333333332
114452.0,0.004,0,0,1,0,1,-0.18666666666666668,-0.18666666666666668,-0.18666666666666668
114475.0,0.006,0,0,1,0,1,-0.14166666666666666,-0.14166666666666666,-0.14166666666666666
114464.0,-0.004,0,0,1,0,1,-0.15333333333333332,-0.15333333333333332,-0.15333333333333332
114456.0,-0.008,0,0,1,1,0,-0.16,-0.16,-0.16
114444.0,-0.01,0,0,1,1,0,-0.17333333333333334,-0.17333333333333334,-0.17333333333333334
114446.0,-0.012,0,0,1,1,0,-0.16333333333333333,-0.16333333333333333,-0.16333333333333333
114459.0,0.0,0,0,1,1,0,-0.13666666666666666,-0.13666666666666666,-0.13666666666666666
114450.0,0.01,0,0,1,1,1,-0.14666666666666667,-0.14666666666666667,-0.14666666666666667
114694.0,0.062,0,0,1,1,1,0.255,0.25166666666666665,0.25166666666666665
114779.0,0.064,0,1,0,0,0,0.38666666666666666,0.38166666666666665,0.38166666666666665
114894.0,0.0,0,1,0,0,0,0.5633333333333334,0.5566666666666666,0.5566666666666666
114943.0,-0.002,0,1,0,0,0,0.6283333333333333,0.62,0.62
114906.0,-0.004,0,1,0,0,0,0.55,0.5433333333333333,0.5433333333333333
114851.0,0.0,0,1,0,0,1,0.4483333333333333,0.43833333333333335,0.43833333333333335
114873.0,-0.008,0,1,0,0,1,0.47333333333333333,0.4633333333333333,0.4633333333333333
114832.0,-0.01,0,1,0,0,1,0.395,0.385,0.385
114797.0,-0.014,0,1,0,0,1,0.32666666666666666,0.31833333333333336,0.31833333333333336
114744.0,-0.018,0,1,0,1,0,0.23333333333333334,0.22333333333333333,0.22333333333333333
114532.0,-0.084,0,1,0,1,0,-0.12,-0.125,-0.125
114416.0,0.0,0,1,0,1,0,-0.305,-0.31166666666666665,-0.31166666666666665
114480.0,0.002,0,1,0,1,1,-0.19666666666666666,-0.2,-0.2
114440.0,-0.004,0,1,0,1,1,-0.26,-0.26166666666666666,-0.26166666666666666
114371.0,-0.092,0,1,0,1,1,-0.365,-0.36833333333333335,-0.36833333333333335
114273.0,0.0,0,1,0,1,1,-0.515,-0.52,-0.52
114341.0,0.002,0,1,1,0,0,-0.39166666666666666,-0.3983333333333333,-0.3983333333333333
114358.0,0.004,0,1,1,0,0,-0.3566666666666667,-0.36333333333333334,-0.36333333333333334
114373.0,0.006,0,1,1,0,0,-0.3283333333333333,-0.33166666666666667,-0.33166666666666667
114383.0,-0.002,0,1,1,0,0,-0.30666666666666664,-0.30666666666666664,-0.30833333333333335
114369.0,-0.008,0,1,1,0,1,-0.32666666666666666,-0.3233333333333333,-0.325
114255.0,-0.012,0,1,1,0,1,-0.505,-0.5016666666666667,-0.5066666666666667
114332.0,0.002,0,1,1,0,1,-0.36833333333333335,-0.36333333333333334,-0.37
114344.0,0.004,0,1,1,0,1,-0.3433333333333333,-0.335,-0.345
114336.0,-0.004,0,1,1,1,0,-0.35,-0.3383333333333333,-0.3516666666666667
114288.0,-0.114,0,1,1,1,0,-0.4216666666666667,-0.405,-0.42333333333333334
114029.0,-0.116,0,1,1,1,0,-0.83,-0.8166666666666667,-0.8416666666666667
114074.0,0.0,0,1,1,1,0,-0.735,-0.725,-0.7533333333333333
114049.0,-0.12,0,1,1,1,1,-0.7533333333333333,-0.7466666666666667,-0.7816666666666666
113971.0,-0.122,0,1,1,1,1,-0.8516666666666667,-0.8566666666666667,-0.8966666666666666
113810.0,-0.124,0,1,1,1,1,-1.0716666666666668,-1.1016666666666666,-1.1466666666666667
113814.0,-0.126,0,1,1,1,1,-1.0133333333333334,-1.07,-1.1233333333333333
113716.0,0.0,1,0,0,0,0,-1.1133333333333333,-1.2066666666666668,-1.2666666666666666
113738.0,-0.13,1,0,0,0,0,-1.0116666666666667,-1.145,-1.21
113682.0,0.0,1,0,0,0,0,-1.04,-1.21,-1.285
113669.0,-0.134,1,0,0,0,0,-0.9983333333333333,-1.205,-1.2866666666666666
113609.0,0.0,1,0,0,0,1,-1.03,-1.275,-1.3666666666666667
113687.0,-0.138,1,0,0,0,1,-0.8383333333333334,-1.1183333333333334,-1.22
113572.0,-0.14,1,0,0,0,1,-0.9633333333333334,-1.2816666666666667,-1.3916666666666666
